R0_kids,R0_adults,R0_grandparents,VE_0_kids,VE_0_adults,VE_0_grandparents,VE_0.8_kids,VE_0.8_adults,VE_0.8_grandparents,VE_1_kids,VE_1_adults,VE_1_grandparents
1.7,1.75,1.1,27.119869048203615,51.83061083984137,55.29850878857589,7.628646945323556,9.41377038875309,9.541883945148593,1.0,1.0,1.0
1.7,1.75,1.2,27.119869048203615,51.83061083984137,55.6179144419213,7.628646945323556,9.41377038875309,9.564697709601692,1.0,1.0,1.0
1.7,1.75,1.2999999999999998,27.119869048203615,51.83061083984137,55.89354363400847,7.628646945323556,9.41377038875309,9.584061040990312,1.0,1.0,1.0
1.7,1.75,1.4,27.119869048203615,51.83061083984137,56.134038478194356,7.628646945323556,9.41377038875309,9.600709182737878,1.0,1.0,1.0
1.7,2.0,1.0,27.119869048203615,52.16022376974006,54.923524180232086,7.628646945323556,9.437174455039347,9.514594426708548,1.0,1.0,1.0
1.7,2.0,1.1,27.119869048203615,52.16022376974006,55.29850878857589,7.628646945323556,9.437174455039347,9.541883945148593,1.0,1.0,1.0
1.7,2.0,1.2,27.119869048203615,52.16022376974006,55.6179144419213,7.628646945323556,9.437174455039347,9.564697709601692,1.0,1.0,1.0
1.7,2.0,1.2999999999999998,27.119869048203615,52.16022376974006,55.89354363400847,7.628646945323556,9.437174455039347,9.584061040990312,1.0,1.0,1.0
1.7,2.0,1.4,27.119869048203615,52.16022376974006,56.134038478194356,7.628646945323556,9.437174455039347,9.600709182737878,1.0,1.0,1.0
1.775,1.0,1.0,27.217300851155624,50.01204487985946,54.923524180232086,7.640751651278773,9.275712978129285,9.514594426708548,1.0,1.0,1.0
1.775,1.0,1.1,27.217300851155624,50.01204487985946,55.29850878857589,7.640751651278773,9.275712978129285,9.541883945148593,1.0,1.0,1.0
1.775,1.0,1.2,27.217300851155624,50.01204487985946,55.6179144419213,7.640751651278773,9.275712978129285,9.564697709601692,1.0,1.0,1.0
1.775,1.0,1.2999999999999998,27.217300851155624,50.01204487985946,55.89354363400847,7.640751651278773,9.275712978129285,9.584061040990312,1.0,1.0,1.0
1.775,1.0,1.4,27.217300851155624,50.01204487985946,56.134038478194356,7.640751651278773,9.275712978129285,9.600709182737878,1.0,1.0,1.0
1.775,1.25,1.0,27.217300851155624,50.83141085895509,54.923524180232086,7.640751651278773,9.33977026527166,9.514594426708548,1.0,1.0,1.0
1.775,1.25,1.1,27.217300851155624,50.83141085895509,55.29850878857589,7.640751651278773,9.33977026527166,9.541883945148593,1.0,1.0,1.0
1.775,1.25,1.2,27.217300851155624,50.83141085895509,55.6179144419213,7.640751651278773,9.33977026527166,9.564697709601692,1.0,1.0,1.0
1.775,1.25,1.2999999999999998,27.217300851155624,50.83141085895509,55.89354363400847,7.640751651278773,9.33977026527166,9.584061040990312,1.0,1.0,1.0
1.775,1.25,1.4,27.217300851155624,50.83141085895509,56.134038478194356,7.640751651278773,9.33977026527166,9.600709182737878,1.0,1.0,1.0
1.775,1.5,1.0,27.217300851155624,51.404882023563246,54.923524180232086,7.640751651278773,9.382803149021788,9.514594426708548,1.0,1.0,1.0
1.775,1.5,1.1,27.217300851155624,51.404882023563246,55.29850878857589,7.640751651278773,9.382803149021788,9.541883945148593,1.0,1.0,1.0
1.775,1.5,1.2,27.217300851155624,51.404882023563246,55.6179144419213,7.640751651278773,9.382803149021788,9.564697709601692,1.0,1.0,1.0
1.775,1.5,1.2999999999999998,27.217300851155624,51.404882023563246,55.89354363400847,7.640751651278773,9.382803149021788,9.584061040990312,1.0,1.0,1.0
1.775,1.5,1.4,27.217300851155624,51.404882023563246,56.134038478194356,7.640751651278773,9.382803149021788,9.600709182737878,1.0,1.0,1.0
1.775,1.75,1.0,27.217300851155624,51.83061083984137,54.923524180232086,7.640751651278773,9.41377038875309,9.514594426708548,1.0,1.0,1.0
1.775,1.75,1.1,27.217300851155624,51.83061083984137,55.29850878857589,7.640751651278773,9.41377038875309,9.541883945148593,1.0,1.0,1.0
1.775,1.75,1.2,27.217300851155624,51.83061083984137,55.6179144419213,7.640751651278773,9.41377038875309,9.564697709601692,1.0,1.0,1.0
1.775,1.75,1.2999999999999998,27.217300851155624,51.83061083984137,55.89354363400847,7.640751651278773,9.41377038875309,9.584061040990312,1.0,1.0,1.0
1.775,1.75,1.4,27.217300851155624,51.83061083984137,56.134038478194356,7.640751651278773,9.41377038875309,9.600709182737878,1.0,1.0,1.0
1.775,2.0,1.0,27.217300851155624,52.16022376974006,54.923524180232086,7.640751651278773,9.437174455039347,9.514594426708548,1.0,1.0,1.0
1.775,2.0,1.1,27.217300851155624,52.16022376974006,55.29850878857589,7.640751651278773,9.437174455039347,9.541883945148593,1.0,1.0,1.0
1.775,2.0,1.2,27.217300851155624,52.16022376974006,55.6179144419213,7.640751651278773,9.437174455039347,9.564697709601692,1.0,1.0,1.0
1.775,2.0,1.2999999999999998,27.217300851155624,52.16022376974006,55.89354363400847,7.640751651278773,9.437174455039347,9.584061040990312,1.0,1.0,1.0
1.775,2.0,1.4,27.217300851155624,52.16022376974006,56.134038478194356,7.640751651278773,9.437174455039347,9.600709182737878,1.0,1.0,1.0
1.85,1.0,1.0,27.307799450097107,50.01204487985946,54.923524180232086,7.651895156504024,9.275712978129285,9.514594426708548,1.0,1.0,1.0
1.85,1.0,1.1,27.307799450097107,50.01204487985946,55.29850878857589,7.651895156504024,9.275712978129285,9.541883945148593,1.0,1.0,1.0
1.85,1.0,1.2,27.307799450097107,50.01204487985946,55.6179144419213,7.651895156504024,9.275712978129285,9.564697709601692,1.0,1.0,1.0
1.85,1.0,1.2999999999999998,27.307799450097107,50.01204487985946,55.89354363400847,7.651895156504024,9.275712978129285,9.584061040990312,1.0,1.0,1.0
1.85,1.0,1.4,27.307799450097107,50.01204487985946,56.134038478194356,7.651895156504024,9.275712978129285,9.600709182737878,1.0,1.0,1.0
1.85,1.25,1.0,27.307799450097107,50.83141085895509,54.923524180232086,7.651895156504024,9.33977026527166,9.514594426708548,1.0,1.0,1.0
1.85,1.25,1.1,27.307799450097107,50.83141085895509,55.29850878857589,7.651895156504024,9.33977026527166,9.541883945148593,1.0,1.0,1.0
1.85,1.25,1.2,27.307799450097107,50.83141085895509,55.6179144419213,7.651895156504024,9.33977026527166,9.564697709601692,1.0,1.0,1.0
1.85,1.25,1.2999999999999998,27.307799450097107,50.83141085895509,55.89354363400847,7.651895156504024,9.33977026527166,9.584061040990312,1.0,1.0,1.0
1.85,1.25,1.4,27.307799450097107,50.83141085895509,56.134038478194356,7.651895156504024,9.33977026527166,9.600709182737878,1.0,1.0,1.0
1.85,1.5,1.0,27.307799450097107,51.404882023563246,54.923524180232086,7.651895156504024,9.382803149021788,9.514594426708548,1.0,1.0,1.0
1.85,1.5,1.1,27.307799450097107,51.404882023563246,55.29850878857589,7.651895156504024,9.382803149021788,9.541883945148593,1.0,1.0,1.0
1.85,1.5,1.2,27.307799450097107,51.404882023563246,55.6179144419213,7.651895156504024,9.382803149021788,9.564697709601692,1.0,1.0,1.0
1.85,1.5,1.2999999999999998,27.307799450097107,51.404882023563246,55.89354363400847,7.651895156504024,9.382803149021788,9.584061040990312,1.0,1.0,1.0
1.85,1.5,1.4,27.307799450097107,51.404882023563246,56.134038478194356,7.651895156504024,9.382803149021788,9.600709182737878,1.0,1.0,1.0
1.85,1.75,1.0,27.307799450097107,51.83061083984137,54.923524180232086,7.651895156504024,9.41377038875309,9.514594426708548,1.0,1.0,1.0
1.85,1.75,1.1,27.307799450097107,51.83061083984137,55.29850878857589,7.651895156504024,9.41377038875309,9.541883945148593,1.0,1.0,1.0
1.85,1.75,1.2,27.307799450097107,51.83061083984137,55.6179144419213,7.651895156504024,9.41377038875309,9.564697709601692,1.0,1.0,1.0
1.85,1.75,1.2999999999999998,27.307799450097107,51.83061083984137,55.89354363400847,7.651895156504024,9.41377038875309,9.584061040990312,1.0,1.0,1.0
1.85,1.75,1.4,27.307799450097107,51.83061083984137,56.134038478194356,7.651895156504024,9.41377038875309,9.600709182737878,1.0,1.0,1.0
1.85,2.0,1.0,27.307799450097107,52.16022376974006,54.923524180232086,7.651895156504024,9.437174455039347,9.514594426708548,1.0,1.0,1.0
1.85,2.0,1.1,27.307799450097107,52.16022376974006,55.29850878857589,7.651895156504024,9.437174455039347,9.541883945148593,1.0,1.0,1.0
1.85,2.0,1.2,27.307799450097107,52.16022376974006,55.6179144419213,7.651895156504024,9.437174455039347,9.564697709601692,1.0,1.0,1.0
1.85,2.0,1.2999999999999998,27.307799450097107,52.16022376974006,55.89354363400847,7.651895156504024,9.437174455039347,9.584061040990312,1.0,1.0,1.0
1.85,2.0,1.4,27.307799450097107,52.16022376974006,56.134038478194356,7.651895156504024,9.437174455039347,9.600709182737878,1.0,1.0,1.0
1.925,1.0,1.0,27.392101171329905,50.01204487985946,54.923524180232086,7.662190124491061,9.275712978129285,9.514594426708548,1.0,1.0,1.0
1.925,1.0,1.1,27.392101171329905,50.01204487985946,55.29850878857589,7.662190124491061,9.275712978129285,9.541883945148593,1.0,1.0,1.0
1.925,1.0,1.2,27.392101171329905,50.01204487985946,55.6179144419213,7.662190124491061,9.275712978129285,9.564697709601692,1.0,1.0,1.0
1.925,1.0,1.2999999999999998,27.392101171329905,50.01204487985946,55.89354363400847,7.662190124491061,9.275712978129285,9.584061040990312,1.0,1.0,1.0
1.925,1.0,1.4,27.392101171329905,50.01204487985946,56.134038478194356,7.662190124491061,9.275712978129285,9.600709182737878,1.0,1.0,1.0
1.925,1.25,1.0,27.392101171329905,50.83141085895509,54.923524180232086,7.662190124491061,9.33977026527166,9.514594426708548,1.0,1.0,1.0
1.925,1.25,1.1,27.392101171329905,50.83141085895509,55.29850878857589,7.662190124491061,9.33977026527166,9.541883945148593,1.0,1.0,1.0
1.925,1.25,1.2,27.392101171329905,50.83141085895509,55.6179144419213,7.662190124491061,9.33977026527166,9.564697709601692,1.0,1.0,1.0
1.925,1.25,1.2999999999999998,27.392101171329905,50.83141085895509,55.89354363400847,7.662190124491061,9.33977026527166,9.584061040990312,1.0,1.0,1.0
1.925,1.25,1.4,27.392101171329905,50.83141085895509,56.134038478194356,7.662190124491061,9.33977026527166,9.600709182737878,1.0,1.0,1.0
1.925,1.5,1.0,27.392101171329905,51.404882023563246,54.923524180232086,7.662190124491061,9.382803149021788,9.514594426708548,1.0,1.0,1.0
1.925,1.5,1.1,27.392101171329905,51.404882023563246,55.29850878857589,7.662190124491061,9.382803149021788,9.541883945148593,1.0,1.0,1.0
1.925,1.5,1.2,27.392101171329905,51.404882023563246,55.6179144419213,7.662190124491061,9.382803149021788,9.564697709601692,1.0,1.0,1.0
1.925,1.5,1.2999999999999998,27.392101171329905,51.404882023563246,55.89354363400847,7.662190124491061,9.382803149021788,9.584061040990312,1.0,1.0,1.0
1.925,1.5,1.4,27.392101171329905,51.404882023563246,56.134038478194356,7.662190124491061,9.382803149021788,9.600709182737878,1.0,1.0,1.0
1.925,1.75,1.0,27.392101171329905,51.83061083984137,54.923524180232086,7.662190124491061,9.41377038875309,9.514594426708548,1.0,1.0,1.0
1.925,1.75,1.1,27.392101171329905,51.83061083984137,55.29850878857589,7.662190124491061,9.41377038875309,9.541883945148593,1.0,1.0,1.0
1.925,1.75,1.2,27.392101171329905,51.83061083984137,55.6179144419213,7.662190124491061,9.41377038875309,9.564697709601692,1.0,1.0,1.0
1.925,1.75,1.2999999999999998,27.392101171329905,51.83061083984137,55.89354363400847,7.662190124491061,9.41377038875309,9.584061040990312,1.0,1.0,1.0
1.925,1.75,1.4,27.392101171329905,51.83061083984137,56.134038478194356,7.662190124491061,9.41377038875309,9.600709182737878,1.0,1.0,1.0
1.925,2.0,1.0,27.392101171329905,52.16022376974006,54.923524180232086,7.662190124491061,9.437174455039347,9.514594426708548,1.0,1.0,1.0
1.925,2.0,1.1,27.392101171329905,52.16022376974006,55.29850878857589,7.662190124491061,9.437174455039347,9.541883945148593,1.0,1.0,1.0
1.925,2.0,1.2,27.392101171329905,52.16022376974006,55.6179144419213,7.662190124491061,9.437174455039347,9.564697709601692,1.0,1.0,1.0
1.925,2.0,1.2999999999999998,27.392101171329905,52.16022376974006,55.89354363400847,7.662190124491061,9.437174455039347,9.584061040990312,1.0,1.0,1.0
1.925,2.0,1.4,27.392101171329905,52.16022376974006,56.134038478194356,7.662190124491061,9.437174455039347,9.600709182737878,1.0,1.0,1.0
2.0,1.0,1.0,27.47084051571762,50.01204487985946,54.923524180232086,7.6717300053519235,9.275712978129285,9.514594426708548,1.0,1.0,1.0
2.0,1.0,1.1,27.47084051571762,50.01204487985946,55.29850878857589,7.6717300053519235,9.275712978129285,9.541883945148593,1.0,1.0,1.0
2.0,1.0,1.2,27.47084051571762,50.01204487985946,55.6179144419213,7.6717300053519235,9.275712978129285,9.564697709601692,1.0,1.0,1.0
2.0,1.0,1.2999999999999998,27.47084051571762,50.01204487985946,55.89354363400847,7.6717300053519235,9.275712978129285,9.584061040990312,1.0,1.0,1.0
2.0,1.0,1.4,27.47084051571762,50.01204487985946,56.134038478194356,7.6717300053519235,9.275712978129285,9.600709182737878,1.0,1.0,1.0
2.0,1.25,1.0,27.47084051571762,50.83141085895509,54.923524180232086,7.6717300053519235,9.33977026527166,9.514594426708548,1.0,1.0,1.0
2.0,1.25,1.1,27.47084051571762,50.83141085895509,55.29850878857589,7.6717300053519235,9.33977026527166,9.541883945148593,1.0,1.0,1.0
2.0,1.25,1.2,27.47084051571762,50.83141085895509,55.6179144419213,7.6717300053519235,9.33977026527166,9.564697709601692,1.0,1.0,1.0
2.0,1.25,1.2999999999999998,27.47084051571762,50.83141085895509,55.89354363400847,7.6717300053519235,9.33977026527166,9.584061040990312,1.0,1.0,1.0
2.0,1.25,1.4,27.47084051571762,50.83141085895509,56.134038478194356,7.6717300053519235,9.33977026527166,9.600709182737878,1.0,1.0,1.0
2.0,1.5,1.0,27.47084051571762,51.404882023563246,54.923524180232086,7.6717300053519235,9.382803149021788,9.514594426708548,1.0,1.0,1.0
2.0,1.5,1.1,27.47084051571762,51.404882023563246,55.29850878857589,7.6717300053519235,9.382803149021788,9.541883945148593,1.0,1.0,1.0
2.0,1.5,1.2,27.47084051571762,51.404882023563246,55.6179144419213,7.6717300053519235,9.382803149021788,9.564697709601692,1.0,1.0,1.0
2.0,1.5,1.2999999999999998,27.47084051571762,51.404882023563246,55.89354363400847,7.6717300053519235,9.382803149021788,9.584061040990312,1.0,1.0,1.0
2.0,1.5,1.4,27.47084051571762,51.404882023563246,56.134038478194356,7.6717300053519235,9.382803149021788,9.600709182737878,1.0,1.0,1.0
2.0,1.75,1.0,27.47084051571762,51.83061083984137,54.923524180232086,7.6717300053519235,9.41377038875309,9.514594426708548,1.0,1.0,1.0
2.0,1.75,1.1,27.47084051571762,51.83061083984137,55.29850878857589,7.6717300053519235,9.41377038875309,9.541883945148593,1.0,1.0,1.0
2.0,1.75,1.2,27.47084051571762,51.83061083984137,55.6179144419213,7.6717300053519235,9.41377038875309,9.564697709601692,1.0,1.0,1.0
2.0,1.75,1.2999999999999998,27.47084051571762,51.83061083984137,55.89354363400847,7.6717300053519235,9.41377038875309,9.584061040990312,1.0,1.0,1.0
2.0,1.75,1.4,27.47084051571762,51.83061083984137,56.134038478194356,7.6717300053519235,9.41377038875309,9.600709182737878,1.0,1.0,1.0
2.0,2.0,1.0,27.47084051571762,52.16022376974006,54.923524180232086,7.6717300053519235,9.437174455039347,9.514594426708548,1.0,1.0,1.0
2.0,2.0,1.1,27.47084051571762,52.16022376974006,55.29850878857589,7.6717300053519235,9.437174455039347,9.541883945148593,1.0,1.0,1.0
2.0,2.0,1.2,27.47084051571762,52.16022376974006,55.6179144419213,7.6717300053519235,9.437174455039347,9.564697709601692,1.0,1.0,1.0
2.0,2.0,1.2999999999999998,27.47084051571762,52.16022376974006,55.89354363400847,7.6717300053519235,9.437174455039347,9.584061040990312,1.0,1.0,1.0
2.0,2.0,1.4,27.47084051571762,52.16022376974006,56.134038478194356,7.6717300053519235,9.437174455039347,9.600709182737878,1.0,1.0,1.0
